           2 ,           2 ,   6.9130433354978746E-002 ,  0.40366596871090782      ,   100.40366596871091     
           2 ,           3 ,   6.3256356240816949E-002 ,  0.64302329167973382      ,   101.04668926039065     
           2 ,           4 ,   5.7623239333827930E-002 ,  0.68282199312454273      ,   101.72951125351520     
           2 ,           5 ,   5.3335059294065387E-002 ,  0.51328572041932530      ,   102.24279697393452     
           2 ,           6 ,   4.9700214739775442E-002 ,  0.81987071397232159      ,   103.06266768790684     
           2 ,           7 ,   4.6877619652803258E-002 ,  0.79272663322011183      ,   103.85539432112695     
           2 ,           8 ,   4.5720133181450531E-002 ,  0.32760554906766942      ,   104.18299987019462     
           2 ,           9 ,   4.5235050568866710E-002 ,  0.63516157027396014      ,   104.81816144046859     
           2 ,          10 ,   4.5059375204023797E-002 ,  0.62650059920481227      ,   105.44466203967340     
           2 ,          11 ,   4.5109687527858960E-002 ,  0.62559021931747594      ,   106.07025225899088     
           2 ,          12 ,   4.5221114661760958E-002 ,  0.62686732716252147      ,   106.69711958615339     
           2 ,          13 ,   4.5341655136374490E-002 ,  0.62848074729094039      ,   107.32560033344433     
           2 ,          14 ,   4.5469603921205137E-002 ,  0.63033792032656910      ,   107.95593825377090     
           2 ,          15 ,   4.5597593255693306E-002 ,  0.63211871443785106      ,   108.58805696820875     
           2 ,          16 ,   4.5729381038985988E-002 ,  0.63387364190139739      ,   109.22193061011015     
           2 ,          17 ,   4.5850214162357329E-002 ,  0.63520483132915695      ,   109.85713544143931     
           2 ,          18 ,   4.5972418769254952E-002 ,  0.63657023317522599      ,   110.49370567461453     
           2 ,          19 ,   4.6110153447626326E-002 ,  0.63873887590329814      ,   111.13244455051783     
           2 ,          20 ,   4.6271731096962088E-002 ,  0.64220507496391877      ,   111.77464962548176     
           2 ,          21 ,   4.6388105555622068E-002 ,  0.64410918040916632      ,   112.41875880589092     
           2 ,          22 ,   4.6506892577461753E-002 ,  0.64607281080412826      ,   113.06483161669505     
           2 ,          23 ,   4.6631618495428837E-002 ,  0.64823005680381962      ,   113.71306167349887     
           2 ,          24 ,   4.6785562863447289E-002 ,  0.97413190965674712      ,   114.68719358315562     
           2 ,          25 ,   4.6961409860785223E-002 ,  0.64984213431431392      ,   115.33703571746993     
           2 ,          26 ,   4.7089088727601765E-002 ,  0.48767101545921487      ,   115.82470673292914     
           2 ,          27 ,   4.7203923022378864E-002 ,  0.65019859436123195      ,   116.47490532729037     
           2 ,          28 ,   4.7332180406163792E-002 ,  0.65109730716947334      ,   117.12600263445985     
           2 ,          29 ,   4.7463873549482456E-002 ,  0.65722210453986263      ,   117.78322473899972     
           2 ,          30 ,   4.7561202781672404E-002 ,  0.49558064238956723      ,   118.27880538138929     
           2 ,          31 ,   4.7726695796374882E-002 ,  0.66273935770896397      ,   118.94154473909825     
           2 ,          32 ,   4.7832013548630689E-002 ,  0.66390240091477293      ,   119.60544714001303     
           2 ,          33 ,   4.7989177735038094E-002 ,  0.66866371549591919      ,   120.27411085550895     
           2 ,          34 ,   4.8120551509823792E-002 ,  0.83676180106963627      ,   121.11087265657859     
           2 ,          35 ,   4.8298972470011511E-002 ,  0.83499619402456715      ,   121.94586885060316     
           2 ,          36 ,   4.8465936600950638E-002 ,  0.66713464016547563      ,   122.61300349076863     
           2 ,          37 ,   4.8606866665527874E-002 ,  0.66783916543470700      ,   123.28084265620335     
           2 ,          38 ,   4.8747450006589324E-002 ,  0.66892914383136892      ,   123.94977180003471     
           2 ,          39 ,   4.8884794446382746E-002 ,  0.66999735556593187      ,   124.61976915560064     
           2 ,          40 ,   4.9028235243234235E-002 ,  0.67257177684049985      ,   125.29234093244114     
           2 ,          41 ,   4.9156727565464298E-002 ,  0.67538072428290108      ,   125.96772165672404     
           2 ,          42 ,   4.9290648079476987E-002 ,  0.67716860428267489      ,   126.64489026100671     
           2 ,          43 ,   4.9406927239398810E-002 ,  0.50923846927879746      ,   127.15412873028551     
           2 ,          44 ,   4.9536745233590564E-002 ,  0.67943047906899190      ,   127.83355920935450     
           2 ,          45 ,   4.9687142501718240E-002 ,  0.68256785928749319      ,   128.51612706864199     
           2 ,          46 ,   4.9832126647671178E-002 ,  0.68524935594981129      ,   129.20137642459181     
           2 ,          47 ,   4.9963666392873265E-002 ,  0.51531486796387438      ,   129.71669129255568     
           2 ,          48 ,   5.0111980129755034E-002 ,  0.85762086893913558      ,   130.57431216149482     
